"","ID","Increased_Work_Hours","Work_From_Home","Hours_Worked_Per_Day","Meetings_Per_Day","Productivity_Change","Stress_Level","Health_Issue","Job_Security","Childcare_Responsibilities","Commuting_Changes","Technology_Adaptation","Salary_Changes","Team_Collaboration_Challenges","Sector","Affected_by_Covid"
"7221",7221,"Maintien ou une diminution","Non",7.03,4.03,"Aucun changement","High","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"7222",7222,"Maintien ou une diminution","Oui",9.09,2.05,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"7223",7223,"augmentation","Oui",11.17,1.44,"Aucun changement","Low","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Education","Oui"
"7224",7224,"augmentation","Oui",5.49,3.05,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Augmentation ou diminution","Oui","Education","Oui"
"7225",7225,"augmentation","Oui",8.72,4.55,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"7226",7226,"augmentation","Non",9.67,3.13,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Non","Education","Oui"
"7227",7227,"augmentation","Oui",7.81,5.36,"Aucun changement","Medium","Oui","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Non","Retail","Oui"
"7228",7228,"Maintien ou une diminution","Oui",10.48,2.57,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Education","Oui"
"7229",7229,"augmentation","Oui",12.4,3.23,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"7230",7230,"Maintien ou une diminution","Non",8.69,5.06,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7231",7231,"Maintien ou une diminution","Oui",7.54,3.44,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"7232",7232,"augmentation","Oui",9.96,3.51,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Healthcare","Oui"
"7233",7233,"Maintien ou une diminution","Oui",9.69,3.04,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"7234",7234,"augmentation","Oui",2.97,2.76,"Aucun changement","High","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7235",7235,"augmentation","Oui",8,4.54,"Aucun changement","Low","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"7236",7236,"augmentation","Oui",7.22,4.73,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"7237",7237,"augmentation","Oui",8.8,4.35,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Healthcare","Oui"
"7238",7238,"augmentation","Oui",7.62,3.08,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"7239",7239,"augmentation","Oui",7.83,3.7,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Oui","IT","Oui"
"7240",7240,"augmentation","Oui",6.28,6.4,"Aucun changement","High","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Non","Healthcare","Oui"
"7241",7241,"augmentation","Non",9.47,1.87,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"7242",7242,"augmentation","Oui",11.32,6.83,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Augmentation ou diminution","Oui","Education","Oui"
"7243",7243,"Maintien ou une diminution","Oui",6.31,4.15,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","IT","Oui"
"7244",7244,"augmentation","Oui",5.21,3.73,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7245",7245,"Maintien ou une diminution","Oui",8.05,5.44,"Aucun changement","High","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Education","Oui"
"7246",7246,"Maintien ou une diminution","Oui",7.95,0.9,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Augmentation ou diminution","Oui","Healthcare","Oui"
"7247",7247,"augmentation","Non",10.35,6.08,"Aucun changement","Medium","Oui","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Retail","Oui"
"7248",7248,"augmentation","Oui",5.55,6.79,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Oui","Education","Oui"
"7249",7249,"Maintien ou une diminution","Oui",6.93,5.64,"Aucun changement","High","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7250",7250,"augmentation","Oui",3.71,0.85,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Education","Oui"
"7251",7251,"augmentation","Non",10.75,5.15,"Aucun changement","Medium","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7252",7252,"augmentation","Oui",8.51,6.47,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"7253",7253,"Maintien ou une diminution","Oui",7.08,6.32,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Augmentation ou diminution","Oui","Education","Oui"
"7254",7254,"augmentation","Oui",5.36,1.89,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7255",7255,"augmentation","Oui",5.54,5.53,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"7256",7256,"augmentation","Oui",8.83,6.7,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"7257",7257,"Maintien ou une diminution","Non",5.79,4.05,"Augmentation ou une diminution de la productivité","Low","Oui","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","IT","Oui"
"7258",7258,"Maintien ou une diminution","Oui",8.21,1.83,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Education","Oui"
"7259",7259,"augmentation","Oui",12.09,5.25,"Aucun changement","High","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Healthcare","Oui"
"7260",7260,"augmentation","Oui",7.31,5.59,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Healthcare","Oui"
"7261",7261,"Maintien ou une diminution","Oui",6.08,3.8,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"7262",7262,"Maintien ou une diminution","Oui",8.77,2.22,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"7263",7263,"augmentation","Oui",5.55,5.48,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Non","Education","Oui"
"7264",7264,"Maintien ou une diminution","Oui",11.44,2.85,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Education","Oui"
"7265",7265,"augmentation","Oui",10.81,4.6,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","IT","Oui"
"7266",7266,"Maintien ou une diminution","Non",7.68,6.34,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"7267",7267,"Maintien ou une diminution","Oui",6.21,1.52,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7268",7268,"augmentation","Oui",7.15,5.37,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Oui","Retail","Oui"
"7269",7269,"augmentation","Oui",7.41,3.7,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"7270",7270,"augmentation","Oui",8.77,3.73,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Non","IT","Oui"
"7271",7271,"augmentation","Oui",10.08,4.78,"Aucun changement","Medium","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"7272",7272,"augmentation","Oui",5.93,2.85,"Aucun changement","High","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Augmentation ou diminution","Oui","Education","Oui"
"7273",7273,"augmentation","Oui",10.03,2.24,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","IT","Oui"
"7274",7274,"Maintien ou une diminution","Oui",9.24,1.33,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"7275",7275,"augmentation","Oui",6.99,5.85,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"7276",7276,"augmentation","Oui",5.83,3.45,"Aucun changement","High","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"7277",7277,"augmentation","Oui",8.24,4.86,"Aucun changement","Medium","Oui","Moindre sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Oui","Education","Oui"
"7278",7278,"Maintien ou une diminution","Oui",5.89,3.28,"Aucun changement","High","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"7279",7279,"augmentation","Non",10.05,2.26,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","IT","Oui"
"7280",7280,"augmentation","Oui",5.76,4.98,"Augmentation ou une diminution de la productivité","High","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"7281",7281,"augmentation","Oui",9.1,4.5,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Retail","Oui"
"7282",7282,"Maintien ou une diminution","Oui",7.84,3.65,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
